factura_id,cliente_id,cliente_nombre,sector,tipo_proyecto,fecha_factura,concepto,categoria,base_imponible,iva_21,total,pagado
FAC-0758,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Olivares del Mediterraneo,ingreso,7150.0,1501.5,8651.5,True
FAC-0759,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - CyberSecure Consulting,ingreso,12100.0,2541.0,14641.0,True
FAC-0760,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Cervezas Artesanas Gredos,ingreso,5720.0,1201.2,6921.2,True
FAC-0761,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Conservas Artesanas SL,ingreso,6050.0,1270.5,7320.5,True
FAC-0762,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Bodegas Montealto SA,ingreso,8800.0,1848.0,10648.0,True
FAC-0763,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Nexus Software Group,ingreso,10450.0,2194.5,12644.5,True
FAC-0764,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Mecanica Precision SL,ingreso,9680.0,2032.8,11712.8,True
FAC-0765,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Embotellados del Norte SL,ingreso,8250.0,1732.5,9982.5,True
FAC-0766,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-01-27,Retainer January 2025 - Bodegas Solariego SA,ingreso,10450.0,2194.5,12644.5,True
FAC-0767,,,,,2025-02-02,Nominas,gasto_fijo,188300.0,0.0,188300.0,True
FAC-0768,CLI-043,Maquinaria del Sur SL,Bienes Industriales,Campana de Marketing Internacional,2025-02-06,Campana de Marketing Internacional - Maquinaria del Sur SL - Factura 1/2,ingreso,3220.0,676.2,3896.2,True
FAC-0769,,,,,2025-02-11,Material de oficina,gasto_fijo,640.0,134.4,774.4,True
FAC-0770,,,,,2025-02-13,Alquiler oficina,gasto_fijo,5920.0,1243.2,7163.2,True
FAC-0771,,,,,2025-02-13,Software y SaaS,gasto_fijo,4370.0,917.7,5287.7,True
FAC-0772,CLI-075,Agencia de Negocios Global,Turismo,Plan Integral de Internacionalizacion,2025-02-15,Plan Integral de Internacionalizacion - Agencia de Negocios Global - Factura 3/7,ingreso,7410.0,1556.1,8966.1,True
FAC-0773,,,,,2025-02-19,Suministros,gasto_fijo,1290.0,270.9,1560.9,True
FAC-0774,CLI-058,Muebles de Diseno SL,Bienes de Consumo,Plan de Promocion Internacional,2025-02-23,Plan de Promocion Internacional - Muebles de Diseno SL - Factura 1/3,ingreso,6650.0,1396.5,8046.5,True
FAC-0775,CLI-038,Calzado Artesano Export SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Calzado Artesano Export SL,ingreso,5700.0,1197.0,6897.0,True
FAC-0776,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Cervezas Artesanas Gredos,ingreso,4940.0,1037.4,5977.4,True
FAC-0777,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - CyberSecure Consulting,ingreso,10450.0,2194.5,12644.5,True
FAC-0778,CLI-035,Hogar Diseno SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Hogar Diseno SL,ingreso,6840.0,1436.4,8276.4,True
FAC-0779,CLI-032,Viajes y Negocios Globales,Turismo,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Viajes y Negocios Globales,ingreso,8080.0,1696.8,9776.8,True
FAC-0780,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - AppDigital Labs,ingreso,5700.0,1197.0,6897.0,True
FAC-0781,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Nexus Software Group,ingreso,9020.0,1894.2,10914.2,True
FAC-0782,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Bodegas Montealto SA,ingreso,7600.0,1596.0,9196.0,True
FAC-0783,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Bodegas Solariego SA,ingreso,9020.0,1894.2,10914.2,True
FAC-0784,CLI-039,Iluminacion Decorativa SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Iluminacion Decorativa SL,ingreso,8080.0,1696.8,9776.8,True
FAC-0785,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - AutoParts Iberica SA,ingreso,9980.0,2095.8,12075.8,True
FAC-0786,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Mecanica Precision SL,ingreso,8360.0,1755.6,10115.6,True
FAC-0787,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Aceites y Olivares SL,ingreso,9500.0,1995.0,11495.0,True
FAC-0788,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - Soluciones Logisticas ML,ingreso,7120.0,1495.2,8615.2,True
FAC-0789,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-25,Retainer February 2025 - InduSteel Components SA,ingreso,11880.0,2494.8,14374.8,True
FAC-0790,CLI-030,HotelSun International SA,Turismo,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - HotelSun International SA,ingreso,11400.0,2394.0,13794.0,True
FAC-0791,,,,,2025-02-26,Servicios profesionales,gasto_fijo,3970.0,833.7,4803.7,True
FAC-0792,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - DataSmart Systems SA,ingreso,9690.0,2034.9,11724.9,True
FAC-0793,CLI-029,Destinos Globales SL,Turismo,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - Destinos Globales SL,ingreso,9500.0,1995.0,11495.0,True
FAC-0794,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - CloudNet Espana SL,ingreso,7410.0,1556.1,8966.1,True
FAC-0795,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - Olivares del Mediterraneo,ingreso,6180.0,1297.8,7477.8,True
FAC-0796,CLI-033,Eventos Corporativos Espana,Turismo,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - Eventos Corporativos Espana,ingreso,6180.0,1297.8,7477.8,True
FAC-0797,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - EnerRenovables Solar SA,ingreso,9310.0,1955.1,11265.1,True
FAC-0798,CLI-048,Bioagro Export SL,Agroalimentario,Plan Integral de Internacionalizacion,2025-02-26,Plan Integral de Internacionalizacion - Bioagro Export SL - Factura 1/3,ingreso,15910.0,3341.1,19251.1,True
FAC-0799,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - Conservas Artesanas SL,ingreso,5220.0,1096.2,6316.2,True
FAC-0800,CLI-034,ModaExport Iberica SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-02-26,Retainer February 2025 - ModaExport Iberica SL,ingreso,8550.0,1795.5,10345.5,True
FAC-0801,CLI-025,Destilerias del Sur SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - Destilerias del Sur SL,ingreso,7410.0,1556.1,8966.1,True
FAC-0802,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - ElecTech Sistemas SL,ingreso,7790.0,1635.9,9425.9,True
FAC-0803,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - Construcciones Metalicas ML,ingreso,6650.0,1396.5,8046.5,True
FAC-0804,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - BioTech Health SL,ingreso,7600.0,1596.0,9196.0,True
FAC-0805,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - Vinedos del Valle SL,ingreso,5700.0,1197.0,6897.0,True
FAC-0806,CLI-017,TecniMaquinaria SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - TecniMaquinaria SL,ingreso,8740.0,1835.4,10575.4,True
FAC-0807,CLI-040,Textil Hogar Internacional,Bienes de Consumo,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - Textil Hogar Internacional,ingreso,6650.0,1396.5,8046.5,True
FAC-0808,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - Embotellados del Norte SL,ingreso,7120.0,1495.2,8615.2,True
FAC-0809,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - Gourmet Seleccion Espana,ingreso,6840.0,1436.4,8276.4,True
FAC-0810,,,,,2025-02-27,Seguros,gasto_fijo,1290.0,270.9,1560.9,True
FAC-0811,CLI-037,Juguetes del Mediterraneo,Bienes de Consumo,Consultoria Internacional Recurrente,2025-02-27,Retainer February 2025 - Juguetes del Mediterraneo,ingreso,7120.0,1495.2,8615.2,True
FAC-0812,,,,,2025-03-02,Nominas,gasto_fijo,170590.0,0.0,170590.0,True
FAC-0813,CLI-058,Muebles de Diseno SL,Bienes de Consumo,Plan de Promocion Internacional,2025-03-05,Plan de Promocion Internacional - Muebles de Diseno SL - Factura 2/3,ingreso,2900.0,609.0,3509.0,True
FAC-0814,CLI-074,Licores y Destilados SL,Vinos y Bebidas,Plan Integral de Internacionalizacion,2025-03-06,Plan Integral de Internacionalizacion - Licores y Destilados SL - Factura 4/4,ingreso,22860.0,4800.6,27660.6,True
FAC-0815,CLI-043,Maquinaria del Sur SL,Bienes Industriales,Campana de Marketing Internacional,2025-03-08,Campana de Marketing Internacional - Maquinaria del Sur SL - Factura 2/2,ingreso,12680.0,2662.8,15342.8,True
FAC-0816,,,,,2025-03-11,Marketing y publicidad,gasto_variable,6370.0,1337.7,7707.7,True
FAC-0817,,,,,2025-03-11,Servicios profesionales,gasto_fijo,3050.0,640.5,3690.5,True
FAC-0818,CLI-063,Resorts Vacacionales SA,Turismo,Plan de Promocion Internacional,2025-03-12,Plan de Promocion Internacional - Resorts Vacacionales SA - Factura 2/2,ingreso,19370.0,4067.7,23437.7,True
FAC-0819,,,,,2025-03-16,Suministros,gasto_fijo,1130.0,237.3,1367.3,True
FAC-0820,,,,,2025-03-16,Material de oficina,gasto_fijo,750.0,157.5,907.5,True
FAC-0821,,,,,2025-03-19,Software y SaaS,gasto_fijo,4640.0,974.4,5614.4,True
FAC-0822,,,,,2025-03-22,Seguros,gasto_fijo,1560.0,327.6,1887.6,True
FAC-0823,,,,,2025-03-24,Alquiler oficina,gasto_fijo,5730.0,1203.3,6933.3,True
FAC-0824,CLI-075,Agencia de Negocios Global,Turismo,Plan Integral de Internacionalizacion,2025-03-25,Plan Integral de Internacionalizacion - Agencia de Negocios Global - Factura 4/7,ingreso,9000.0,1890.0,10890.0,True
FAC-0825,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - BioTech Health SL,ingreso,8800.0,1848.0,10648.0,True
FAC-0826,CLI-033,Eventos Corporativos Espana,Turismo,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Eventos Corporativos Espana,ingreso,7150.0,1501.5,8651.5,True
FAC-0827,CLI-032,Viajes y Negocios Globales,Turismo,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Viajes y Negocios Globales,ingreso,9350.0,1963.5,11313.5,True
FAC-0828,CLI-039,Iluminacion Decorativa SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Iluminacion Decorativa SL,ingreso,9350.0,1963.5,11313.5,True
FAC-0829,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - AppDigital Labs,ingreso,6600.0,1386.0,7986.0,True
FAC-0830,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Olivares del Mediterraneo,ingreso,7150.0,1501.5,8651.5,True
FAC-0831,CLI-029,Destinos Globales SL,Turismo,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Destinos Globales SL,ingreso,11000.0,2310.0,13310.0,True
FAC-0832,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - CloudNet Espana SL,ingreso,8580.0,1801.8,10381.8,True
FAC-0833,CLI-038,Calzado Artesano Export SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Calzado Artesano Export SL,ingreso,6600.0,1386.0,7986.0,True
FAC-0834,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Bodegas Solariego SA,ingreso,10450.0,2194.5,12644.5,True
FAC-0835,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Nexus Software Group,ingreso,10450.0,2194.5,12644.5,True
FAC-0836,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Embotellados del Norte SL,ingreso,8250.0,1732.5,9982.5,True
FAC-0837,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-03-25,Retainer March 2025 - Cervezas Artesanas Gredos,ingreso,5720.0,1201.2,6921.2,True
FAC-0838,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-03-26,Retainer March 2025 - Soluciones Logisticas ML,ingreso,8250.0,1732.5,9982.5,True
FAC-0839,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-03-26,Retainer March 2025 - Bodegas Montealto SA,ingreso,8800.0,1848.0,10648.0,True
FAC-0840,CLI-034,ModaExport Iberica SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-03-26,Retainer March 2025 - ModaExport Iberica SL,ingreso,9900.0,2079.0,11979.0,True
FAC-0841,CLI-030,HotelSun International SA,Turismo,Consultoria Internacional Recurrente,2025-03-26,Retainer March 2025 - HotelSun International SA,ingreso,13200.0,2772.0,15972.0,True
FAC-0842,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-03-26,Retainer March 2025 - EnerRenovables Solar SA,ingreso,10780.0,2263.8,13043.8,True
FAC-0843,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2025-03-26,Retainer March 2025 - DataSmart Systems SA,ingreso,11220.0,2356.2,13576.2,True
FAC-0844,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-03-26,Retainer March 2025 - Mecanica Precision SL,ingreso,9680.0,2032.8,11712.8,True
FAC-0845,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - ElecTech Sistemas SL,ingreso,9020.0,1894.2,10914.2,True
FAC-0846,CLI-037,Juguetes del Mediterraneo,Bienes de Consumo,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Juguetes del Mediterraneo,ingreso,8250.0,1732.5,9982.5,True
FAC-0847,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - InduSteel Components SA,ingreso,13750.0,2887.5,16637.5,True
FAC-0848,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Construcciones Metalicas ML,ingreso,7700.0,1617.0,9317.0,True
FAC-0849,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - CyberSecure Consulting,ingreso,12100.0,2541.0,14641.0,True
FAC-0850,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Conservas Artesanas SL,ingreso,6050.0,1270.5,7320.5,True
FAC-0851,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Vinedos del Valle SL,ingreso,6600.0,1386.0,7986.0,True
FAC-0852,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - AutoParts Iberica SA,ingreso,11550.0,2425.5,13975.5,True
FAC-0853,CLI-035,Hogar Diseno SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Hogar Diseno SL,ingreso,7920.0,1663.2,9583.2,True
FAC-0854,CLI-040,Textil Hogar Internacional,Bienes de Consumo,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Textil Hogar Internacional,ingreso,7700.0,1617.0,9317.0,True
FAC-0855,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Gourmet Seleccion Espana,ingreso,7920.0,1663.2,9583.2,True
FAC-0856,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2025-03-27,Retainer March 2025 - Aceites y Olivares SL,ingreso,11000.0,2310.0,13310.0,True
FAC-0857,,,,,2025-04-03,Nominas,gasto_fijo,194780.0,0.0,194780.0,True
FAC-0858,,,,,2025-04-09,Viajes y dietas,gasto_variable,9170.0,1925.7,11095.7,True
FAC-0859,CLI-075,Agencia de Negocios Global,Turismo,Plan Integral de Internacionalizacion,2025-04-09,Plan Integral de Internacionalizacion - Agencia de Negocios Global - Factura 5/7,ingreso,5000.0,1050.0,6050.0,True
FAC-0860,,,,,2025-04-10,Servicios profesionales,gasto_fijo,3690.0,774.9,4464.9,True
FAC-0861,CLI-058,Muebles de Diseno SL,Bienes de Consumo,Plan de Promocion Internacional,2025-04-11,Plan de Promocion Internacional - Muebles de Diseno SL - Factura 3/3,ingreso,16250.0,3412.5,19662.5,True
FAC-0862,,,,,2025-04-11,Marketing y publicidad,gasto_variable,5700.0,1197.0,6897.0,True
FAC-0863,,,,,2025-04-13,Seguros,gasto_fijo,1250.0,262.5,1512.5,True
FAC-0864,,,,,2025-04-15,Suministros,gasto_fijo,1150.0,241.5,1391.5,True
FAC-0865,,,,,2025-04-16,Software y SaaS,gasto_fijo,5930.0,1245.3,7175.3,True
FAC-0866,,,,,2025-04-18,Material de oficina,gasto_fijo,560.0,117.6,677.6,True
FAC-0867,CLI-048,Bioagro Export SL,Agroalimentario,Plan Integral de Internacionalizacion,2025-04-18,Plan Integral de Internacionalizacion - Bioagro Export SL - Factura 2/3,ingreso,5810.0,1220.1,7030.1,True
FAC-0868,,,,,2025-04-19,IVA Trimestral,gasto_trimestral,26750.0,0.0,26750.0,True
FAC-0869,,,,,2025-04-22,Pago Fraccionado IS,gasto_trimestral,10710.0,0.0,10710.0,True
FAC-0870,CLI-066,Finca Ecologica SL,Agroalimentario,Plan Integral de Internacionalizacion,2025-04-22,Plan Integral de Internacionalizacion - Finca Ecologica SL - Factura 1/4,ingreso,13660.0,2868.6,16528.6,True
FAC-0871,,,,,2025-04-23,Alquiler oficina,gasto_fijo,5600.0,1176.0,6776.0,True
FAC-0872,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - DataSmart Systems SA,ingreso,11220.0,2356.2,13576.2,True
FAC-0873,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - CloudNet Espana SL,ingreso,8580.0,1801.8,10381.8,True
FAC-0874,CLI-035,Hogar Diseno SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Hogar Diseno SL,ingreso,7920.0,1663.2,9583.2,True
FAC-0875,CLI-034,ModaExport Iberica SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - ModaExport Iberica SL,ingreso,9900.0,2079.0,11979.0,True
FAC-0876,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - ElecTech Sistemas SL,ingreso,9020.0,1894.2,10914.2,True
FAC-0877,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Vinedos del Valle SL,ingreso,6600.0,1386.0,7986.0,True
FAC-0878,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Gourmet Seleccion Espana,ingreso,7920.0,1663.2,9583.2,True
FAC-0879,CLI-038,Calzado Artesano Export SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Calzado Artesano Export SL,ingreso,6600.0,1386.0,7986.0,True
FAC-0880,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - EnerRenovables Solar SA,ingreso,10780.0,2263.8,13043.8,True
FAC-0881,CLI-040,Textil Hogar Internacional,Bienes de Consumo,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Textil Hogar Internacional,ingreso,7700.0,1617.0,9317.0,True
FAC-0882,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Construcciones Metalicas ML,ingreso,7700.0,1617.0,9317.0,True
FAC-0883,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Mecanica Precision SL,ingreso,9680.0,2032.8,11712.8,True
FAC-0884,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - BioTech Health SL,ingreso,8800.0,1848.0,10648.0,True
FAC-0885,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-04-25,Retainer April 2025 - Cervezas Artesanas Gredos,ingreso,5720.0,1201.2,6921.2,True
FAC-0886,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - InduSteel Components SA,ingreso,13750.0,2887.5,16637.5,True
FAC-0887,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Soluciones Logisticas ML,ingreso,8250.0,1732.5,9982.5,True
FAC-0888,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Embotellados del Norte SL,ingreso,8250.0,1732.5,9982.5,True
FAC-0889,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Nexus Software Group,ingreso,10450.0,2194.5,12644.5,True
FAC-0890,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Aceites y Olivares SL,ingreso,11000.0,2310.0,13310.0,True
FAC-0891,CLI-032,Viajes y Negocios Globales,Turismo,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Viajes y Negocios Globales,ingreso,9350.0,1963.5,11313.5,True
FAC-0892,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - CyberSecure Consulting,ingreso,12100.0,2541.0,14641.0,True
FAC-0893,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Olivares del Mediterraneo,ingreso,7150.0,1501.5,8651.5,True
FAC-0894,CLI-029,Destinos Globales SL,Turismo,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Destinos Globales SL,ingreso,11000.0,2310.0,13310.0,True
FAC-0895,CLI-037,Juguetes del Mediterraneo,Bienes de Consumo,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Juguetes del Mediterraneo,ingreso,8250.0,1732.5,9982.5,True
FAC-0896,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Bodegas Montealto SA,ingreso,8800.0,1848.0,10648.0,True
FAC-0897,CLI-033,Eventos Corporativos Espana,Turismo,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Eventos Corporativos Espana,ingreso,7150.0,1501.5,8651.5,True
FAC-0898,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-04-26,Retainer April 2025 - Conservas Artesanas SL,ingreso,6050.0,1270.5,7320.5,True
FAC-0899,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2025-04-27,Retainer April 2025 - AppDigital Labs,ingreso,6600.0,1386.0,7986.0,True
FAC-0900,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-04-27,Retainer April 2025 - AutoParts Iberica SA,ingreso,11550.0,2425.5,13975.5,True
FAC-0901,CLI-039,Iluminacion Decorativa SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-04-27,Retainer April 2025 - Iluminacion Decorativa SL,ingreso,9350.0,1963.5,11313.5,True
FAC-0902,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-04-27,Retainer April 2025 - Bodegas Solariego SA,ingreso,10450.0,2194.5,12644.5,True
FAC-0903,CLI-030,HotelSun International SA,Turismo,Consultoria Internacional Recurrente,2025-04-27,Retainer April 2025 - HotelSun International SA,ingreso,13200.0,2772.0,15972.0,True
FAC-0904,,,,,2025-05-02,Nominas,gasto_fijo,187000.0,0.0,187000.0,True
FAC-0905,CLI-075,Agencia de Negocios Global,Turismo,Plan Integral de Internacionalizacion,2025-05-04,Plan Integral de Internacionalizacion - Agencia de Negocios Global - Factura 6/7,ingreso,2040.0,428.4,2468.4,True
FAC-0906,,,,,2025-05-11,Software y SaaS,gasto_fijo,6490.0,1362.9,7852.9,True
FAC-0907,,,,,2025-05-11,Seguros,gasto_fijo,1420.0,298.2,1718.2,True
FAC-0908,,,,,2025-05-12,Suministros,gasto_fijo,910.0,191.1,1101.1,True
FAC-0909,,,,,2025-05-12,Servicios profesionales,gasto_fijo,3960.0,831.6,4791.6,True
FAC-0910,,,,,2025-05-17,Material de oficina,gasto_fijo,690.0,144.9,834.9,True
FAC-0911,,,,,2025-05-19,Logistica y envios,gasto_variable,670.0,140.7,810.7,True
FAC-0912,,,,,2025-05-21,Alquiler oficina,gasto_fijo,5820.0,1222.2,7042.2,True
